,CAD,BRL,MXN,GBP,CHF,DKK,NOK,SEK,EUR,AUD,NZD,JPY,SGD,KRW,TWD,THB,MYR,INR
1995-08-11,1.359,0.9354,6.14,1.5776,1.191,5.5575,6.3015,7.1655,,0.742,0.6613,93.77,1.3987,761.3,27.4,24.91,2.4735,31.457
1995-08-14,1.3632,0.9411,6.145,1.574,1.194,5.5695,6.321,7.2015,,0.7415,0.6638,93.61,1.4007,763.1,27.32,24.92,2.4717,31.495
1995-08-15,1.3607,0.9412,6.1525,1.5553,1.224,5.7145,6.4605,7.3275,,0.7363,0.6555,96.68,1.409,763.1,27.29,25.03,2.484,31.49
1995-08-16,1.359,0.9414,6.17,1.5515,1.2273,5.712,6.4485,7.2885,,0.732,0.6503,97.8,1.42,765,27.5,25.08,2.495,31.62
1995-08-17,1.359,0.9411,6.1925,1.5345,1.2265,5.7275,6.4585,7.3455,,0.7315,0.646,97.85,1.4253,773.2,27.47,25.09,2.4935,31.595
1995-08-18,1.3593,0.9429,6.255,1.543,1.221,5.709,6.4415,7.36,,0.7355,0.648,96.95,1.4277,766.6,27.45,25.01,2.4915,31.59
1995-08-21,1.3592,0.9413,6.23,1.5405,1.221,5.707,6.435,7.35,,0.7368,0.6505,96.55,1.4267,777.7,27.46,25.05,2.4933,31.62
1995-08-22,1.3578,0.9418,6.2125,1.5355,1.231,5.75,6.479,7.3455,,0.74,0.6486,96.73,1.4255,776.3,27.5,25.04,2.4994,31.63
1995-08-23,1.3585,0.9463,6.28,1.5415,1.2255,5.7405,6.4635,7.3185,,0.7405,0.6475,96.5,1.4234,776.9,27.49,25.04,2.4975,31.7
1995-08-24,1.3565,0.9465,6.31,1.5432,1.221,5.722,6.4465,7.2985,,0.7408,0.6435,96.55,1.424,777.5,27.47,25.06,2.4968,31.82
1995-08-25,1.3461,0.9487,6.31,1.5418,1.2184,5.7355,6.4655,7.334,,0.7435,0.6505,96.64,1.4225,777,27.48,25.04,2.4885,31.72
1995-08-28,1.3405,0.948,6.325,1.5525,1.204,5.6765,6.412,7.311,,0.7434,0.6526,96.6,1.416,774.3,27.5,25.01,2.4865,31.85
1995-08-29,1.3395,0.9505,6.3175,1.5453,1.211,5.7105,6.4365,7.325,,0.751,0.6525,97.63,1.4225,774.8,27.55,25.05,2.494,31.85
1995-08-30,1.3373,0.9493,6.2925,1.544,1.211,5.7255,6.447,7.3275,,0.7546,0.65,98.95,1.426,765.4,27.5,25.09,2.5,31.83
1995-08-31,1.3432,0.95,6.3,1.5515,1.206,5.6985,6.4205,7.3065,,0.7517,0.6502,97.75,1.4205,773.4,27.5,25.06,2.495,31.87
1995-09-01,1.3435,0.9496,6.26,1.5533,1.201,5.693,6.4105,7.313,,0.7494,0.6531,97.49,1.421,773.2,27.5,25.05,2.4955,31.925
1995-09-04,,,,,,,,,,,,,,,,,,
1995-09-05,1.343,0.9483,6.235,1.5565,1.2015,5.6735,6.4005,7.3045,,0.751,0.6525,97.77,1.423,769.9,27.49,25.06,2.4958,32.4
1995-09-06,1.3393,0.9486,6.255,1.5501,1.214,5.7325,6.464,7.2955,,0.7505,0.6507,98.79,1.426,770.9,27.5,25.09,2.5,32.29
1995-09-07,1.339,0.9482,6.26,1.55,1.214,5.7175,6.449,7.2765,,0.751,0.6515,98.58,1.4235,771,27.5,25.09,2.4985,32.21
1995-09-08,1.3446,0.951,6.28,1.5482,1.217,5.7225,6.4545,7.1905,,0.7515,0.6505,99.75,1.4292,771,27.5,25.12,2.5027,32.26
1995-09-11,1.3433,0.9513,6.295,1.5483,1.2065,5.693,6.428,7.115,,0.7525,0.651,99.78,1.4285,771.8,27.49,25.1,2.4994,32.47
1995-09-12,1.3455,0.9512,6.29,1.5545,1.2018,5.689,6.4275,7.104,,0.76,0.6535,100.87,1.432,773.8,27.5,25.13,2.5022,32.71
1995-09-13,1.3545,0.952,6.2825,1.548,1.2205,5.774,6.508,7.1495,,0.7628,0.6558,102.5,1.436,775.8,27.5,25.175,2.5095,32.89
1995-09-14,1.3693,0.9526,6.28,1.5505,1.2105,5.753,6.4895,7.1495,,0.762,0.6578,102.55,1.4331,775.1,27.5,25.18,2.5185,34.05
1995-09-15,1.366,0.9516,6.2775,1.552,1.2095,5.757,6.4915,7.1535,,0.7594,0.6576,103.52,1.443,776.3,27.5,25.2,2.5235,33.9
1995-09-18,1.3635,0.9517,6.3,1.546,1.2105,5.7525,6.492,7.174,,0.755,0.656,103.55,1.4455,777.2,27.5,25.2,2.5265,33.78
1995-09-19,1.3588,0.9525,6.3,1.546,1.2025,5.7515,6.4895,7.133,,0.7601,0.6578,104.2,1.449,775.8,27.5,25.23,2.5315,33.89
1995-09-20,1.361,0.9532,6.3375,1.5525,1.1785,5.6895,6.4225,7.109,,0.7565,0.6605,103.25,1.4447,775,27.48,25.19,2.5273,33.84
1995-09-21,1.3575,0.9532,6.312,1.5695,1.1453,5.5719,6.2999,7.046,,0.7538,0.6634,100.1,1.4347,770.2,27.46,25.13,2.5148,34
1995-09-22,1.3525,0.9536,6.375,1.5795,1.1355,5.503,6.2415,7.057,,0.7455,0.663,98.5,1.4305,770.4,27.46,25.07,2.51,33.82
1995-09-25,1.3464,0.9533,6.39,1.5715,1.1495,5.5525,6.296,6.995,,0.7493,0.6603,99.88,1.4437,769.3,27.37,25.12,2.524,34
1995-09-26,1.346,0.954,6.385,1.5708,1.162,5.538,6.28,6.9615,,0.7474,0.6574,100.83,1.442,768.9,27.34,25.13,2.5265,33.92
1995-09-27,1.3495,0.9549,6.395,1.5722,1.152,5.5385,6.291,7.014,,0.7485,0.6559,100.17,1.4295,768.4,27.24,25.11,2.5188,33.91
1995-09-28,1.351,0.9544,6.44,1.5805,1.147,5.528,6.267,6.977,,0.7525,0.655,99.73,1.4238,768.5,27.24,25.1,2.511,33.99
1995-09-29,1.3445,0.9531,6.385,1.5795,1.156,5.5445,6.284,6.9365,,0.7555,0.658,99.1,1.423,768.3,27.07,25.1,2.512,33.94
1995-10-02,1.3394,0.9531,6.415,1.5909,1.1507,5.5395,6.275,6.9715,,0.762,0.6579,100.72,1.439,768.4,26.9,25.14,2.5225,33.92
1995-10-03,1.3285,0.9581,6.57,1.5808,1.161,5.59,6.3245,6.9945,,0.7658,0.656,101.65,1.4345,768.4,26.76,25.15,2.5275,33.9
1995-10-04,1.3312,0.9581,6.55,1.5837,1.1517,5.561,6.2945,6.9595,,0.7631,0.6583,100.73,1.4323,767.3,26.86,25.14,2.5271,33.82
1995-10-05,1.3355,0.9582,6.54,1.584,1.1467,5.542,6.2785,6.957,,0.7598,0.66,100.25,1.4255,769.4,26.81,25.12,2.5335,33.91
1995-10-06,1.3318,0.9586,6.545,1.5812,1.148,5.544,6.3,7.0205,,0.7612,0.6618,100.85,1.427,768.7,26.91,25.13,2.5364,33.91
1995-10-09,,,,,,,,,,,,,,,,,,
1995-10-10,1.3358,0.9582,6.84,1.5778,1.148,5.5115,6.2655,6.964,,0.7582,0.6591,100.64,1.4265,769.3,26.9,25.1,2.5365,33.89
1995-10-11,1.3375,0.9584,6.75,1.573,1.1555,5.5285,6.2695,6.9585,,0.7628,0.6605,100.9,1.4244,768,26.91,25.12,2.54,33.87
1995-10-12,1.3388,0.958,6.715,1.5735,1.1532,5.515,6.248,6.953,,0.7603,0.6614,100.28,1.424,768.3,26.91,25.1,2.544,33.965
1995-10-13,1.3374,0.9583,6.74,1.5725,1.1585,5.5505,6.2795,6.9625,,0.759,0.6608,100.8,1.427,768.5,26.9,25.11,2.5445,34.35
1995-10-16,1.3375,0.9585,6.747,1.575,1.1495,5.5085,6.254,6.958,,0.756,0.6605,100.45,1.4235,768.4,26.93,25.11,2.542,34.6
1995-10-17,1.3387,0.9585,6.76,1.574,1.1485,5.493,6.2335,6.9105,,0.757,0.658,100.33,1.424,767.4,26.97,25.1,2.5227,34.85
1995-10-18,1.3391,0.9582,6.725,1.5695,1.1543,5.5205,6.2575,6.8595,,0.7545,0.6575,100.62,1.4262,766.6,26.96,25.11,2.526,34.91
1995-10-19,1.337,0.9592,6.69,1.5725,1.1505,5.484,6.2155,6.776,,0.752,0.658,100.59,1.424,766.3,27,25.1,2.5263,35.09
1995-10-20,1.35,0.9611,6.68,1.5759,1.1415,5.44,6.182,6.7035,,0.7497,0.6603,100.25,1.4218,767,26.99,25.08,2.5258,35.65
1995-10-23,1.3685,0.9612,6.668,1.58,1.126,5.393,6.1585,6.7015,,0.748,0.661,99.7,1.4125,765.5,26.95,25.08,2.5155,35.65
1995-10-24,1.3705,0.9615,6.765,1.581,1.1307,5.382,6.155,6.6465,,0.7471,0.659,100.17,1.4148,765.8,26.93,25.06,2.5225,35.6
1995-10-25,1.3665,0.9615,6.79,1.5795,1.135,5.416,6.171,6.6045,,0.7485,0.6555,101.27,1.4185,765.4,26.93,25.1,2.5319,35.6
1995-10-26,1.366,0.9614,6.96,1.574,1.139,5.4505,6.2265,6.652,,0.7553,0.6566,101.8,1.4165,765.8,26.96,25.12,2.5395,35.6
1995-10-27,1.3704,0.9614,7.13,1.5795,1.1325,5.4315,6.2015,6.606,,0.754,0.6565,101.71,1.415,766,26.96,25.13,2.532,35.5
1995-10-30,1.362,0.9613,6.92,1.5775,1.134,5.4505,6.2145,6.6255,,0.761,0.66,101.65,1.4155,765.4,27,25.15,2.543,34.9
1995-10-31,1.3401,0.962,7.15,1.5807,1.136,5.4645,6.2295,6.647,,0.7615,0.66,102.26,1.4131,765.2,26.99,25.17,2.5412,34.3
1995-11-01,1.3478,0.9625,7.33,1.5778,1.1395,5.4875,6.2385,6.624,,0.7603,0.655,103.07,1.4175,766.1,27.09,25.21,2.5463,34.6
1995-11-02,1.3428,0.9625,7.31,1.5813,1.1415,5.4935,6.2585,6.654,,0.7585,0.656,103.59,1.4158,770,27.19,25.25,2.5449,34.5
1995-11-03,1.3477,0.9621,7.66,1.5805,1.1375,5.4815,6.245,6.64,,0.758,0.6545,103.88,1.412,771.7,27.24,25.24,2.5454,34.7
1995-11-06,1.3515,0.9618,7.35,1.5793,1.1392,5.4795,6.25,6.6915,,0.753,0.655,103.2,1.4098,771.7,27.21,25.22,2.541,34.77
1995-11-07,1.359,0.9614,7.51,1.5778,1.1395,5.491,6.2505,6.6855,,0.7528,0.654,103.18,1.4135,772,27.22,25.2,2.542,34.61
1995-11-08,1.3575,0.9614,7.77,1.5805,1.1435,5.4935,6.25,6.6755,,0.7503,0.653,102.5,1.4146,770.3,27.22,25.17,2.535,34.35
1995-11-09,1.356,0.9612,8.05,1.5794,1.1387,5.4795,6.2305,6.6675,,0.7358,0.6515,100.75,1.412,769.5,27.22,25.16,2.532,34.53
1995-11-10,1.3523,,7.73,1.5753,1.1355,5.4785,6.24,6.6525,,0.7378,0.653,100.95,1.4127,769.2,27.19,25.14,2.534,34.56
1995-11-13,1.351,0.9619,7.9,1.5555,1.143,5.4975,6.26,6.767,,0.738,0.6508,101.7,1.4139,768.8,27.2,25.17,2.538,34.57
1995-11-14,1.3537,0.963,8.05,1.5605,1.14,5.481,6.2385,6.671,,0.7402,0.6502,101.68,1.412,769.8,27.26,25.15,2.5325,34.59
1995-11-15,1.3557,0.9625,7.96,1.558,1.1347,5.4405,6.1935,6.619,,0.735,0.6469,100.9,1.4115,768.6,27.24,25.13,2.533,34.58
1995-11-16,1.356,0.9627,7.87,1.5558,1.142,5.4665,6.2245,6.618,,0.7405,0.6472,102.15,1.4133,768.8,27.26,25.15,2.5334,34.81
1995-11-17,1.3521,0.9617,7.78,1.5505,1.1353,5.435,6.1945,6.555,,0.7405,0.6475,102.03,1.4125,770.1,27.27,25.14,2.5315,34.71
1995-11-20,1.3515,0.9625,7.75,1.5495,1.139,5.464,6.2225,6.571,,0.7434,0.6511,101.35,1.4125,774.2,27.34,25.13,2.538,34.82
1995-11-21,1.353,0.9642,7.73,1.5583,1.1389,5.461,6.2255,6.535,,0.7456,0.6532,101.63,1.4125,769.2,27.32,25.13,2.5415,34.82
1995-11-22,1.353,0.9647,7.75,1.565,1.1345,5.446,6.2065,6.5045,,0.7411,0.6525,100.5,1.4112,768.6,27.34,25.12,2.541,34.83
1995-11-23,,,,,,,,,,,,,,,,,,
1995-11-24,1.3542,0.9649,7.7,1.56,1.1435,5.496,6.259,6.525,,0.74,0.6513,101.5,1.413,768.9,27.31,25.14,2.5425,34.88
1995-11-27,1.3523,0.9645,7.68,1.5505,1.159,5.561,6.329,6.552,,0.7405,0.6509,101.8,1.4125,769,27.31,25.16,2.543,34.93
1995-11-28,1.3565,0.9642,7.65,1.548,1.1545,5.5405,6.312,6.5105,,0.75,0.6555,101.12,1.4125,768.9,27.32,25.16,2.5427,34.93
1995-11-29,1.3585,0.9642,7.485,1.5383,1.1629,5.5585,6.324,6.506,,0.7485,0.6553,101.46,1.4125,769.3,27.32,25.15,2.543,34.91
1995-11-30,1.3587,0.9661,7.55,1.5302,1.1755,5.607,6.3725,6.56,,0.7424,0.6527,101.8,1.411,770.7,27.32,25.17,2.537,34.91
1995-12-01,1.366,0.9661,7.58,1.536,1.174,5.6045,6.361,6.5375,,0.7372,0.6485,101.2,1.4145,770,27.36,25.16,2.531,34.93
1995-12-04,1.3662,0.9665,7.62,1.536,1.1686,5.576,6.343,6.585,,0.7396,0.648,101.05,1.415,769.4,27.31,25.15,2.5335,34.92
1995-12-05,1.3672,0.9662,7.68,1.541,1.168,5.562,6.3305,6.548,,0.7384,0.6465,101.42,1.4132,769.8,27.29,25.14,2.541,34.87
1995-12-06,1.3658,0.9665,7.675,1.5422,1.169,5.5925,6.366,6.57,,0.7395,0.6468,101.37,1.414,769.7,27.3,25.15,2.54,34.84
1995-12-07,1.3685,0.9665,7.71,1.5353,1.1685,5.5435,6.356,6.648,,0.739,0.647,101.4,1.414,769.8,27.3,25.16,2.5383,34.84
1995-12-08,1.3756,0.9663,7.78,1.5329,1.1687,5.594,6.365,6.659,,0.7377,0.646,100.95,1.4152,769.7,27.3,25.17,2.538,34.93
1995-12-11,1.3802,0.9665,7.76,1.5348,1.1693,5.595,6.3791,6.7488,,0.736,0.6463,101.07,1.4137,769.4,27.31,25.14,2.5384,34.84
1995-12-12,1.3774,0.9663,7.77,1.5313,1.1751,5.62,6.395,6.725,,0.7405,0.6451,101.85,1.416,770.7,27.31,25.17,2.5415,34.88
1995-12-13,1.3764,0.9668,7.7975,1.5325,1.178,5.625,6.416,6.7125,,0.7444,0.6465,101.75,1.4167,769.7,27.32,25.16,2.5435,34.96
1995-12-14,1.3745,0.9669,7.82,1.541,1.1637,5.584,6.364,6.645,,0.7379,0.653,101.5,1.416,771.1,27.32,25.14,2.541,34.975
1995-12-15,1.3745,0.9673,7.77,1.5395,1.165,5.592,6.372,6.613,,0.741,0.6518,102.14,1.416,771.7,27.33,25.16,2.544,34.97
1995-12-18,1.3761,0.9676,7.755,1.539,1.1485,5.551,6.3325,6.605,,0.7405,0.6525,101.7,1.4139,771.8,27.35,25.15,2.5442,34.99
1995-12-19,1.377,0.968,7.69,1.542,1.1535,5.573,6.3535,6.624,,0.7408,0.6525,101.85,1.4145,771.5,27.34,25.16,2.5425,34.98
1995-12-20,1.3675,,7.55,1.5373,1.1567,5.591,6.37,6.649,,0.741,0.6523,102,1.415,771.7,27.34,25.18,2.544,34.98
1995-12-21,1.362,0.9699,7.59,1.5388,1.1575,5.582,6.361,6.658,,0.7415,0.6523,101.81,1.4143,772.5,27.34,25.18,2.5366,35.03
1995-12-22,1.3637,0.971,7.58,1.5425,1.1592,5.578,6.354,6.658,,0.7395,0.6508,102.6,1.4165,772.7,27.29,25.18,2.5385,34.99
1995-12-25,,,,,,,,,,,,,,,,,,
1995-12-26,1.3613,0.9698,7.55,1.5555,1.156,5.56,6.33,6.64,,0.74,0.6515,102.38,1.4148,772.8,27.3,25.17,2.539,35.01
1995-12-27,1.3601,0.9706,7.635,1.56,1.153,5.539,6.3168,6.639,,0.7478,0.6544,102.8,1.4153,772.5,27.3,25.17,2.5415,35.07
1995-12-28,1.3605,,7.6875,1.539,1.1565,5.5735,6.372,6.692,,0.745,0.6536,102.87,1.413,773.8,27.29,25.19,2.541,35.14
1995-12-29,1.3655,,7.74,1.5535,1.154,5.545,6.321,6.629,,0.7432,0.6537,103.28,1.415,775.8,27.29,25.2,2.54,35.18
1996-01-01,,,,,,,,,,,,,,,,,,
1996-01-02,1.3577,0.9723,7.695,1.5565,1.1573,5.56,6.335,6.635,,0.7433,0.6535,103.92,1.4157,775.8,27.27,25.19,2.5413,35.21
1996-01-03,1.353,0.973,7.57,1.5517,1.1605,5.5745,6.352,6.5995,,0.7485,0.6544,104.35,1.419,778.5,27.27,25.23,2.5472,35.22
1996-01-04,1.3541,0.9722,7.57,1.5463,1.1737,5.6225,6.402,6.65,,0.7453,0.6544,106.41,1.431,787.3,27.33,25.27,2.5608,35.32
1996-01-05,1.3573,0.9721,7.57,1.552,1.1605,5.565,6.3525,6.62,,0.7475,0.6575,105.13,1.4235,788.3,27.32,25.25,2.553,35.44
1996-01-08,1.3609,0.9721,7.57,1.5495,1.1631,5.575,6.3525,6.6225,,0.7473,0.6594,105.8,1.426,788.3,27.38,25.26,2.5583,35.85
1996-01-09,1.3616,0.9712,7.49,1.5475,1.1658,5.5745,6.345,6.602,,0.7447,0.6585,104.9,1.4237,787.2,27.39,25.5,2.559,35.87
1996-01-10,1.3649,0.9722,7.54,1.5456,1.1635,5.574,6.345,6.588,,0.7469,0.658,105.28,1.424,787.9,27.39,25.25,2.555,35.8
1996-01-11,1.3645,0.9729,7.54,1.5445,1.1617,5.5695,6.3375,6.577,,0.7465,0.6585,104.8,1.422,792.2,27.41,25.24,2.556,35.81
1996-01-12,1.3625,0.973,7.47,1.5487,1.1605,5.568,6.329,6.579,,0.7445,0.6622,105.07,1.423,790.6,27.38,25.28,2.5623,35.78
1996-01-15,,,,,,,,,,,,,,,,,,
1996-01-16,1.3667,0.98,7.53,1.538,1.1755,5.642,6.397,6.634,,0.7431,0.663,105.88,1.4255,792.7,27.4,25.27,2.563,35.91
1996-01-17,1.369,0.9722,7.51,1.5255,1.1847,5.672,6.43,6.675,,0.74,0.6622,105.38,1.4158,791.7,27.43,25.27,2.5573,35.86
1996-01-18,1.364,0.9723,7.475,1.5228,1.1866,5.6825,6.4395,6.697,,0.7389,0.6622,105.44,1.419,789.7,27.42,25.3,2.5528,35.895
1996-01-19,1.3652,0.9726,7.435,1.5093,1.1942,5.728,6.4835,6.716,,0.7355,0.6652,105.4,1.4215,790,27.43,25.3,2.551,35.91
1996-01-22,1.369,0.9742,7.325,1.5135,1.1886,5.717,6.472,6.835,,0.7318,0.6645,105.76,1.425,789.4,27.44,25.3,2.554,35.85
1996-01-23,1.371,0.9763,7.365,1.5135,1.192,5.7295,6.4925,6.885,,0.735,0.662,105.8,1.4203,787.6,27.44,25.31,2.555,35.76
1996-01-24,1.3705,0.9767,7.42,1.5092,1.1936,5.744,6.506,6.862,,0.7359,0.6654,106.92,1.4218,787.3,27.46,25.33,2.5621,35.84
1996-01-25,1.3768,0.977,7.395,1.5075,1.1953,5.7545,6.519,6.906,,0.737,0.6668,106.9,1.419,786.2,27.46,25.34,2.561,36.06
1996-01-26,1.3822,0.9782,7.4325,1.503,1.2079,5.7685,6.533,6.976,,0.7382,0.6668,106.6,1.4175,785.6,27.46,25.35,2.554,36.07
1996-01-29,1.3815,0.978,7.39,1.5063,1.208,5.748,6.51,6.983,,0.74,0.6672,106.8,1.419,783.3,27.49,25.33,2.5585,35.99
1996-01-30,1.3775,0.9783,7.36,1.5037,1.2133,5.7635,6.525,6.962,,0.7417,0.667,107.29,1.4208,784.9,27.48,25.35,2.5605,36.14
1996-01-31,1.3743,0.9782,7.44,1.5096,1.2123,5.765,6.519,6.947,,0.7443,0.6722,106.95,1.4105,785.3,27.47,25.34,2.56,36.46
1996-02-01,1.3738,0.978,7.414,1.5132,1.2195,5.781,6.524,6.954,,0.7474,0.675,107.08,1.42,784.8,27.49,25.34,2.5575,36.61
1996-02-02,1.3749,0.9783,7.425,1.519,1.218,5.7535,6.495,6.965,,0.7557,0.6764,106.7,1.418,781.5,27.48,25.35,2.5531,36.8
1996-02-05,1.378,0.9783,7.41,1.5352,1.197,5.673,6.4125,6.94,,0.7549,0.6763,105.02,1.4121,778.2,27.47,25.26,2.5455,38.05
1996-02-06,1.3735,0.9781,7.478,1.5402,1.2022,5.7,6.441,7.025,,0.7547,0.6763,105.54,1.415,777.6,27.48,25.26,2.5435,37.75
1996-02-07,1.3667,0.9782,7.4775,1.5365,1.2088,5.726,6.4475,7.03,,0.7535,0.6727,106.2,1.4145,781.7,27.48,25.25,2.5425,37.3
1996-02-08,1.3697,0.9783,7.485,1.5374,1.2055,5.716,6.443,6.994,,0.7575,0.674,106.9,1.4165,780.8,27.48,25.28,2.5525,37.2
1996-02-09,1.3725,0.9783,7.495,1.5318,1.2085,5.722,6.456,6.959,,0.7545,0.6745,107.1,1.4169,780.5,27.48,25.28,2.5475,36.95
1996-02-12,1.3728,0.9784,7.5275,1.5308,1.2015,5.695,6.432,6.949,,0.7543,0.6733,106.67,1.4138,778.6,27.47,25.27,2.5465,36.97
1996-02-13,1.3722,0.9801,7.57,1.534,1.207,5.714,6.4505,6.96,,0.7532,0.673,106.93,1.416,779.1,27.48,25.3,2.5475,36.76
1996-02-14,1.3789,0.9807,7.535,1.5371,1.1981,5.6775,6.4178,6.9615,,0.7559,0.6747,106.77,1.414,778.5,27.46,25.27,2.544,36.52
1996-02-15,1.3792,0.9842,7.505,1.5385,1.1995,5.689,6.423,6.9575,,0.7555,0.676,106.18,1.4135,778,27.47,25.24,2.5435,36.53
1996-02-16,1.382,0.981,7.55,1.5487,1.1879,5.6525,6.382,6.9165,,0.755,0.6783,105.35,1.4005,779.9,27.49,25.24,2.5545,36.55
1996-02-19,,,,,,,,,,,,,,,,,,
1996-02-20,1.3815,0.9845,7.5825,1.5445,1.1845,5.622,6.353,6.8475,,0.7553,0.6782,106.1,1.402,779.9,27.49,25.22,2.5485,36.56
1996-02-21,1.3788,0.984,7.54,1.5425,1.1867,5.619,6.358,6.765,,0.751,0.6762,105.25,1.4026,779.4,27.49,25.24,2.552,36.63
1996-02-22,1.3757,0.982,7.545,1.5435,1.1815,5.6135,6.3438,6.752,,0.7545,0.6745,104.95,1.4065,778.9,27.49,25.22,2.5523,36.8
1996-02-23,1.3772,0.9818,7.5325,1.541,1.1728,5.59,6.316,6.7125,,0.756,0.6765,104.73,1.409,780.3,27.49,25.2,2.5545,36.28
1996-02-26,1.3752,0.9831,7.558,1.54,1.1785,5.6,6.328,6.7285,,0.7564,0.6763,104.33,1.4063,780,27.5,25.17,2.5442,35.92
1996-02-27,1.3745,0.9838,7.54,1.5398,1.182,5.607,6.39,6.67,,0.7581,0.6739,104.37,1.4085,779.3,27.5,25.18,2.5475,35.57
1996-02-28,1.3745,0.9831,7.56,1.5335,1.1953,5.6635,6.387,6.708,,0.7637,0.6697,104.47,1.413,782.5,27.5,25.2,2.548,35.29
1996-02-29,1.3728,0.985,7.635,1.532,1.199,5.6835,6.406,6.754,,0.7643,0.6731,105.12,1.4122,782.8,27.5,25.22,2.549,34.85
1996-03-01,1.371,0.9845,7.59,1.5273,1.2053,5.706,6.434,6.77,,0.7618,0.6736,105.7,1.412,782.8,27.5,25.22,2.5455,34.6
1996-03-04,1.3716,0.9833,7.575,1.5284,1.2022,5.703,6.425,6.824,,0.7602,0.6729,105.05,1.4128,779.7,27.5,25.5,2.546,34.55
1996-03-05,1.3721,0.9834,7.585,1.529,1.1998,5.699,6.42,6.839,,0.76,0.675,105.1,1.4115,779.3,27.5,25.2,2.5425,34.3
1996-03-06,1.3717,,7.61,1.529,1.2009,5.702,6.426,6.826,,0.7622,0.675,105.37,1.4122,777.7,27.5,25.21,2.5375,34.12
1996-03-07,1.3708,0.9843,7.57,1.53,1.2018,5.7125,6.431,6.7795,,0.7625,0.6726,105.25,1.409,778.3,27.5,25.21,2.5385,34.25
1996-03-08,1.3668,0.9838,7.591,1.524,1.2062,5.748,6.47,6.828,,0.7678,0.6755,105.94,1.4095,777.5,27.5,25.22,2.5425,34.2
1996-03-11,1.367,0.9838,7.615,1.5238,1.2016,5.72,6.4405,6.824,,0.768,0.6792,105.35,1.407,780.8,27.5,25.23,2.543,34.25
1996-03-12,1.3679,0.9841,7.608,1.5213,1.197,5.705,6.425,6.805,,0.77,0.6835,105.54,1.408,780.6,27.5,25.22,2.546,34.13
1996-03-13,1.368,0.9865,7.595,1.5225,1.1915,5.7,6.42,6.79,,0.7737,0.6835,105.29,1.407,780.3,27.5,25.23,2.543,34.21
1996-03-14,1.3678,0.9872,7.56,1.5231,1.19,5.696,6.42,6.786,,0.774,0.689,105.48,1.4075,780.7,27.5,25.24,2.5395,34.15
1996-03-15,1.364,0.9874,7.576,1.525,1.1892,5.697,6.4228,6.777,,0.7734,0.683,105.87,1.408,780.7,27.47,25.24,2.5405,34.48
1996-03-18,1.3596,0.9861,7.555,1.53,1.1913,5.7035,6.429,6.71,,0.7734,0.681,106.02,1.4075,781.8,27.45,25.25,2.5398,35.2
1996-03-19,1.3591,0.9863,7.525,1.5327,1.1914,5.7005,6.419,6.6775,,0.7742,0.6821,106.26,1.407,781.8,27.32,25.26,2.542,35.35
1996-03-20,1.3599,0.9898,7.532,1.5376,1.191,5.693,6.407,6.6145,,0.775,0.6857,106.44,1.4106,782.3,27.2,25.26,2.5452,35.5
1996-03-21,1.3613,0.9868,7.55,1.536,1.1953,5.7085,6.422,6.659,,0.778,0.6869,106.72,1.4105,784.4,27.27,25.26,2.5455,35
1996-03-22,1.3622,0.9873,7.56,1.5334,1.1945,5.705,6.4225,6.625,,0.7769,0.6869,106.8,1.41,786.7,27.3,25.27,2.5438,34.6
1996-03-25,1.3627,0.9878,7.5475,1.523,1.1928,5.709,6.428,6.628,,0.7735,0.6868,106.19,1.4075,782.1,27.31,25.26,2.5434,34.1
1996-03-26,1.3636,0.988,7.54,1.524,1.1923,5.7045,6.426,6.6205,,0.7725,0.6825,106.39,1.4065,782.8,27.25,25.23,2.5415,34.1
1996-03-27,1.3635,0.9881,7.55,1.5181,1.1993,5.7415,6.463,6.65,,0.7779,0.6828,106.64,1.4205,782.3,27.28,25.25,2.5433,34.55
1996-03-28,1.3635,0.987,7.56,1.5239,1.1905,5.7,6.415,6.652,,0.7821,0.6783,106.34,1.4075,782.7,27.25,25.24,2.537,34.2
1996-03-29,1.3635,0.988,7.5375,1.5262,1.1897,5.701,6.415,6.6824,,0.7815,0.6807,107,1.4081,782.3,27.3,25.26,2.5307,34.35
1996-04-01,1.3548,0.9873,7.5125,1.5244,1.1948,5.723,6.43,6.66,,0.784,0.685,107.53,1.407,781.7,27.24,25.27,2.531,34.25
1996-04-02,1.3559,0.9872,7.515,1.5248,1.193,5.7185,6.42,6.6425,,0.7822,0.6842,107.48,1.4055,780.3,27.24,25.26,2.527,34.35
1996-04-03,1.357,0.9869,7.52,1.526,1.1946,5.708,6.407,6.635,,0.781,0.6813,106.94,1.4055,780.3,27.24,25.24,2.5308,34.2
1996-04-04,1.3579,0.9872,7.535,1.5295,1.1937,5.719,6.416,6.647,,0.781,0.6813,107.09,1.4045,780.1,27.24,25.24,2.53,34.5
1996-04-05,1.3569,0.987,7.535,1.5287,1.197,5.728,6.422,6.657,,0.7838,0.6825,107.67,1.4155,780.1,27.19,25.26,2.532,34.2
1996-04-08,1.3582,0.9871,7.5725,1.531,1.192,5.701,6.396,6.6495,,0.783,0.6833,107.42,1.4057,780.1,27.17,25.27,2.5323,34.15
1996-04-09,1.3588,0.9891,7.54,1.5243,1.2058,5.76,6.455,6.708,,0.7861,0.682,108.18,1.408,780.8,27.19,25.3,2.5332,34.15
