,CAD,BRL,MXN,GBP,CHF,DKK,NOK,SEK,EUR,AUD,NZD,JPY,SGD,KRW,TWD,THB,MYR,INR
2008-05-06,1.0036,1.6605,10.4915,1.9747,1.0485,4.7982,5.0479,6.0022,1.5548,0.9481,0.7915,104.54,1.3588,1015,30.44,31.67,3.1495,40.8
2008-05-07,1.002,1.6743,10.5411,1.9522,1.0583,4.8546,5.123,6.0595,1.537,0.9426,0.7825,105.28,1.3666,1030,30.64,31.7,3.1805,41.3
2008-05-08,1.0149,1.679,10.5335,1.9543,1.051,4.841,5.116,6.0295,1.5409,0.943,0.7732,103.87,1.3745,1040.5,30.85,31.67,3.2005,41.66
2008-05-09,1.0062,1.688,10.5701,1.9486,1.0432,4.8295,5.0887,6.0035,1.5447,0.9417,0.7668,103.01,1.3685,1044,30.74,31.93,3.2025,41.55
2008-05-12,1.0037,1.667,10.4855,1.9616,1.0443,4.8014,5.0367,5.9753,1.5536,0.9467,0.7709,103.83,1.3663,1043,30.79,32.14,3.2035,42
2008-05-13,0.9996,1.66,10.487,1.947,1.049,4.8097,5.0521,5.9924,1.5509,0.942,0.7679,104.41,1.3707,1047,30.86,32.25,3.2215,42.08
2008-05-14,1.0018,1.6618,10.4885,1.9451,1.0558,4.8234,5.0704,6.0158,1.5467,0.9348,0.7625,105.2,1.3788,1047,30.99,32.45,3.2615,42.34
2008-05-15,0.9996,1.6518,10.467,1.9488,1.0531,4.8153,5.0712,6.0302,1.5492,0.9415,0.7597,104.61,1.3776,1043,30.91,32.37,3.258,42.6
2008-05-16,0.9966,1.643,10.43,1.958,1.0448,4.7846,5.0145,5.9696,1.5591,0.954,0.7738,103.86,1.3688,1037,30.6,32.26,3.2285,42.5
2008-05-19,0.9914,1.647,10.375,1.9472,1.0545,4.8083,5.0305,5.9827,1.5516,0.9532,0.773,104.55,1.371,1041,30.47,32.21,3.241,42.46
2008-05-20,0.9928,1.6539,10.3965,1.9705,1.0376,4.7602,4.9952,5.9288,1.5667,0.9599,0.7759,103.66,1.3657,1047,30.54,31.98,3.2455,42.5
2008-05-21,0.984,1.65,10.365,1.9669,1.0297,4.729,4.9861,5.9094,1.5772,0.9644,0.7805,103.34,1.3578,1039,30.4,31.84,3.218,42.77
2008-05-22,0.9861,1.6563,10.384,1.9785,1.0324,4.7505,5.0091,5.9313,1.5703,0.9552,0.7847,104.03,1.3602,1044,30.36,31.87,3.203,42.93
2008-05-23,0.9883,1.655,10.3945,1.9818,1.0235,4.7268,5.0093,5.8934,1.5784,0.9608,0.7876,103.22,1.3583,1045.5,30.49,32.03,3.214,42.68
2008-05-26,,,,,,,,,,,,,,,,,,
2008-05-27,0.9932,1.6709,10.397,1.9751,1.0284,4.7408,4.9945,5.9096,1.5731,0.9588,0.7898,103.98,1.3626,1041,30.53,32.19,3.246,42.86
2008-05-28,0.9913,1.6684,10.3425,1.9806,1.0382,4.7723,5.0403,5.9784,1.5628,0.9616,0.784,104.69,1.365,1033.5,30.49,32.28,3.2305,42.75
2008-05-29,0.9871,1.6476,10.3055,1.9759,1.048,4.8036,5.0728,5.9965,1.5527,0.9545,0.7784,105.52,1.3668,1030,30.44,32.48,3.2455,42.53
2008-05-30,0.9938,1.6252,10.329,1.9793,1.0426,4.7934,5.0872,5.9959,1.556,0.9551,0.7838,105.46,1.3635,1028.5,30.37,32.3,3.2345,42.15
2008-06-02,1.0011,1.6305,10.339,1.9666,1.0379,4.7965,5.117,6.026,1.555,0.9548,0.785,104.41,1.3631,1022.3,30.15,32.54,3.221,42.38
2008-06-03,1.0051,1.6227,10.29,1.965,1.0437,4.8261,5.1525,6.0382,1.5454,0.9545,0.7837,105.29,1.3634,1016.8,30.37,32.61,3.226,42.5
2008-06-04,1.0145,1.6293,10.32,1.9548,1.0408,4.8248,5.159,6.0405,1.5453,0.9605,0.7824,104.99,1.3643,1019,30.35,32.7,3.253,42.6
2008-06-05,1.0195,1.6345,10.312,1.9563,1.0398,4.7933,5.116,5.9867,1.556,0.9567,0.7653,106,1.367,1023,30.38,32.89,3.235,42.82
2008-06-06,1.0187,1.6261,10.368,1.9695,1.0237,4.7398,5.0327,5.9242,1.5731,0.9603,0.7667,105.33,1.3628,1030.5,30.41,33.15,3.267,42.63
2008-06-09,1.0223,1.6226,10.364,1.9758,1.0237,4.7461,5.05,5.947,1.5718,0.9523,0.7622,106.06,1.3635,1032,30.32,33.23,3.2625,42.85
2008-06-10,1.0241,1.6403,10.388,1.9543,1.0404,4.8207,5.1622,6.0457,1.5473,0.9448,0.7508,107.19,1.3723,1027.5,30.44,32.99,3.273,42.92
2008-06-11,1.017,1.6405,10.4365,1.9646,1.0328,4.7924,5.1361,6.0168,1.5562,0.9487,0.7564,106.77,1.3715,1030.3,30.34,33.08,3.264,42.65
2008-06-12,1.023,1.6392,10.389,1.9467,1.0441,4.837,5.21,6.088,1.5418,0.9342,0.7502,107.94,1.3796,1033.3,30.39,33.09,3.2685,42.7
2008-06-13,1.0282,1.6316,10.3665,1.9496,1.0485,4.8519,5.238,6.0954,1.5368,0.939,0.7504,107.92,1.3802,1044,30.44,33.13,3.2705,42.86
2008-06-16,1.021,1.6249,10.3341,1.9637,1.0435,4.82,5.1813,6.0387,1.5472,0.9404,0.7528,108.19,1.3725,1038.5,30.38,33.24,3.272,42.93
2008-06-17,1.0201,1.6128,10.317,1.9544,1.0428,4.8064,5.1859,6.03,1.5519,0.9428,0.7541,108.03,1.3682,1021.8,30.33,33.15,3.2405,42.86
2008-06-18,1.0186,1.6088,10.294,1.957,1.0413,4.8119,5.1812,6.0506,1.5502,0.9441,0.7562,108.05,1.37,1029.25,30.38,33.26,3.255,42.8
2008-06-19,1.013,1.6036,10.318,1.9729,1.0457,4.8106,5.182,6.0588,1.5502,0.9499,0.7619,107.95,1.369,1028,30.39,33.41,3.26,42.91
2008-06-20,1.0173,1.6018,10.2735,1.9737,1.0345,4.7725,5.1433,6.0162,1.5626,0.954,0.7628,107.42,1.3645,1031.5,30.42,33.3,3.2615,42.86
2008-06-23,1.0161,1.6137,10.297,1.9609,1.0474,4.8141,5.1665,6.0654,1.5492,0.9507,0.7564,107.89,1.3687,1036.8,30.44,33.43,3.264,42.97
2008-06-24,1.0135,1.603,10.2925,1.9707,1.0384,4.7839,5.1061,6.0363,1.5591,0.9573,0.7594,107.76,1.3656,1032.5,30.4,33.5,3.2545,42.75
2008-06-25,1.0134,1.5996,10.2895,1.9672,1.0424,4.7897,5.1072,6.0393,1.557,0.954,0.7563,108.29,1.3698,1034.3,30.33,33.57,3.262,42.73
2008-06-26,1.0121,1.5925,10.2721,1.9873,1.0274,4.7394,5.0558,5.9777,1.5738,0.9573,0.7569,107.29,1.3651,1041.3,30.39,33.53,3.2568,42.6
2008-06-27,1.012,1.6038,10.3011,1.9938,1.0205,4.7343,5.0653,5.9813,1.5749,0.961,0.7622,106.28,1.3632,1041.75,30.37,33.51,3.26,42.78
2008-06-30,1.0185,1.5945,10.3035,1.9906,1.0202,4.734,5.0899,6.0208,1.5748,0.9562,0.7609,106.17,1.3608,1046.8,30.36,33.37,3.2665,42.93
2008-07-01,1.022,1.609,10.385,1.993,1.0183,4.726,5.0695,5.9874,1.5778,0.9535,0.7567,105.73,1.3617,1050.5,30.37,33.4,3.2785,43.23
2008-07-02,1.0127,1.6003,10.371,1.9925,1.0151,4.6991,5.0604,5.969,1.5869,0.9634,0.7617,105.87,1.3574,1036.5,30.38,33.36,3.269,43.15
2008-07-03,1.0204,1.6061,10.3695,1.9825,1.0273,4.7472,5.0957,5.9876,1.5708,0.9604,0.7564,106.79,1.3628,1044.5,30.43,33.34,3.265,43.17
2008-07-04,,,,,,,,,,,,,,,,,,
2008-07-07,1.0174,1.5999,10.3216,1.9697,1.0328,4.7658,5.1008,6.0087,1.5646,0.9531,0.752,107.55,1.365,1044.5,30.38,33.62,3.264,43.29
2008-07-08,1.0205,1.611,10.3385,1.9685,1.0324,4.764,5.1357,6.028,1.5653,0.9533,0.7515,107.35,1.3651,1026.25,30.38,33.66,3.252,43.23
2008-07-09,1.0108,1.6067,10.3035,1.9812,1.0301,4.7376,5.1044,6.0026,1.5744,0.9585,0.7612,107.12,1.3583,1000,30.4,33.6,3.242,43.02
2008-07-10,1.0103,1.6082,10.3051,1.9777,1.0282,4.7299,5.1137,5.9991,1.5771,0.9621,0.7578,107.03,1.3605,998.2,30.43,33.66,3.2365,42.94
2008-07-11,1.0093,1.603,10.3085,1.9895,1.0179,4.6917,5.0649,5.956,1.5898,0.9674,0.7611,106.14,1.3561,1000.3,30.38,33.6,3.2315,42.8
2008-07-14,1.006,1.5928,10.2955,1.9925,1.0162,4.6882,5.0565,5.96,1.5914,0.9721,0.7637,106.18,1.3527,1003.8,30.4,33.65,3.2255,42.8
2008-07-15,1.0015,1.5935,10.3215,2.0036,1.0089,4.6837,5.051,5.9611,1.5923,0.9797,0.7721,104.78,1.3472,1006.3,30.38,33.43,3.215,43.12
2008-07-16,1.002,1.5954,10.2593,1.9995,1.0148,4.7049,5.092,6.0066,1.5847,0.9761,0.7719,104.64,1.348,1006.75,30.35,33.45,3.225,43.05
2008-07-17,1.0018,1.5877,10.2235,2.0038,1.0197,4.7028,5.0734,5.9636,1.5861,0.975,0.766,105.82,1.3507,1011,30.35,33.43,3.2327,42.7
2008-07-18,1.0053,1.5898,10.203,1.9985,1.0207,4.7035,5.0802,5.9584,1.5855,0.9728,0.7626,106.75,1.3512,1013,30.32,33.32,3.2342,42.66
2008-07-21,1.0019,1.5842,10.171,1.9979,1.0207,4.6994,5.0687,5.9532,1.5877,0.9749,0.7598,106.74,1.3522,1017,30.34,33.33,3.2327,42.57
2008-07-22,1.0083,1.5841,10.1259,1.9941,1.0283,4.7186,5.096,5.9905,1.5811,0.9715,0.7605,107.11,1.3578,1014,30.34,33.35,3.235,42.65
2008-07-23,1.0088,1.5838,10.047,2.0021,1.0372,4.7501,5.1548,6.0233,1.5708,0.9636,0.7517,107.68,1.3643,1009,30.39,33.41,3.238,42.05
2008-07-24,1.0114,1.5775,10.0265,1.9832,1.039,4.7641,5.1719,6.04,1.5657,0.957,0.7417,107.62,1.3616,1006.8,30.43,33.43,3.255,42.1
2008-07-25,1.0167,1.5728,10.0255,1.988,1.0386,4.7549,5.1427,6.0375,1.5687,0.9562,0.7419,107.89,1.3607,1007,30.45,33.43,3.268,41.1
2008-07-28,1.022,1.5752,10.074,1.9943,1.0332,4.7383,5.1289,6.0056,1.5747,0.9571,0.7451,107.49,1.3626,1006,30.4,33.46,3.265,42.52
2008-07-29,1.026,1.5715,10.062,1.9805,1.0454,4.7854,5.1779,6.0793,1.5588,0.9508,0.7364,108.19,1.3678,1006,30.48,33.45,3.265,42.56
2008-07-30,1.024,1.5605,10.0345,1.981,1.0484,4.7956,5.1562,6.0615,1.5559,0.9434,0.7346,108.17,1.3681,1012.3,30.61,33.49,3.261,42.28
2008-07-31,1.0261,1.566,10.0345,1.9806,1.0489,4.7858,5.1323,6.0532,1.5589,0.9415,0.734,108.1,1.3676,1011.5,30.72,33.48,3.2565,42.47
2008-08-01,1.0251,1.558,9.972,1.9743,1.048,4.7916,5.1374,6.078,1.5567,0.9317,0.7268,107.59,1.3725,1015.75,30.75,33.53,3.26,42.26
2008-08-04,1.0355,1.5683,9.9355,1.9606,1.0492,4.792,5.136,6.0757,1.5569,0.9299,0.7295,108.23,1.3732,1016.75,30.7,33.48,3.2668,42.45
2008-08-05,1.0425,1.5734,9.9166,1.9532,1.0548,4.8226,5.1903,6.1048,1.5468,0.9157,0.7257,108.2,1.3797,1017,30.74,33.58,3.2825,42.15
2008-08-06,1.047,1.5801,9.9518,1.9479,1.0602,4.8419,5.208,6.109,1.5409,0.9078,0.7179,109.39,1.3821,1015.5,30.74,33.58,3.2755,42.01
2008-08-07,1.051,1.5897,10.007,1.9439,1.0617,4.863,5.2134,6.1147,1.5341,0.9079,0.715,109.44,1.3923,1016,31.04,33.55,3.2895,42.05
2008-08-08,1.0677,1.6107,10.1261,1.9193,1.0801,4.9561,5.348,6.2419,1.5047,0.8915,0.705,110.09,1.4037,1028,31.25,33.64,3.312,42.05
2008-08-11,1.0673,1.6089,10.136,1.9144,1.0828,4.987,5.35,6.279,1.4958,0.8869,0.7012,110.08,1.4115,1030,31.12,33.69,3.3185,42.06
2008-08-12,1.0641,1.6223,10.1671,1.9005,1.088,5.0049,5.3792,6.2987,1.4905,0.8757,0.6989,109.78,1.4084,1034.2,31.13,33.62,3.3195,42.34
2008-08-13,1.0658,1.624,10.2055,1.8682,1.0855,5.0073,5.389,6.2883,1.4895,0.8675,0.6967,108.71,1.4032,1039.5,31.22,33.63,3.3245,42.55
2008-08-14,1.0621,1.6225,10.168,1.8715,1.0911,5.0203,5.3707,6.303,1.4856,0.8709,0.6995,109.75,1.41,1039.5,31.25,33.68,3.335,43
2008-08-15,1.0609,1.6361,10.2045,1.8651,1.096,5.0763,5.4214,6.3661,1.4695,0.8676,0.7055,110.48,1.417,1039.3,31.36,33.8,3.349,42.8
2008-08-18,1.0603,1.6303,10.1411,1.8673,1.0959,5.0634,5.4079,6.3458,1.473,0.8712,0.7124,110.07,1.4133,1042.8,31.31,33.81,3.33,43.49
2008-08-19,1.0606,1.638,10.1885,1.8655,1.0927,5.0575,5.3911,6.3784,1.4746,0.871,0.7123,109.68,1.4158,1051.3,31.43,34.07,3.336,43.51
2008-08-20,1.0627,1.624,10.14,1.8603,1.1008,5.0727,5.4084,6.387,1.4701,0.8712,0.7112,109.98,1.4145,1047.3,31.4,34.13,3.334,43.61
2008-08-21,1.0454,1.6135,10.106,1.8758,1.0862,5.0142,5.3281,6.2983,1.4875,0.8785,0.7183,108.35,1.4071,1053.6,31.26,33.9,3.3305,43.43
2008-08-22,1.0456,1.6184,10.1167,1.8544,1.097,5.0395,5.3614,6.32,1.48,0.8689,0.7106,109.88,1.4102,1062.3,31.36,33.92,3.339,43.32
2008-08-25,1.0463,1.6269,10.121,1.8587,1.0926,5.0387,5.352,6.3244,1.4803,0.8676,0.7091,109.11,1.4153,1077.8,31.42,34.1,3.3755,43.68
2008-08-26,1.0486,1.639,10.1781,1.8387,1.1004,5.0874,5.409,6.3914,1.466,0.8561,0.6968,109.83,1.4255,1087.5,31.54,34.23,3.3961,43.74
2008-08-27,1.0483,1.622,10.142,1.8318,1.1009,5.0784,5.3835,6.408,1.4684,0.8553,0.6982,109.72,1.4194,1084,31.52,34.01,3.381,43.62
2008-08-28,1.0527,1.6265,10.2035,1.8264,1.0994,5.078,5.3871,6.4212,1.4685,0.8618,0.7019,109.56,1.4185,1081.3,31.54,34.06,3.383,43.65
2008-08-29,1.0631,1.6349,10.297,1.819,1.1019,5.084,5.4241,6.4399,1.4669,0.8563,0.6991,108.69,1.4167,1089,31.55,34.2,3.392,43.25
2008-09-01,,,,,,,,,,,,,,,,,,
2008-09-02,1.0698,1.6573,10.385,1.7853,1.107,5.1337,5.4948,6.5066,1.4522,0.836,0.6862,108.85,1.4308,1134.45,31.83,34.35,3.414,44.4
2008-09-03,1.061,1.6741,10.3803,1.7795,1.1055,5.1456,5.528,6.54,1.4489,0.8352,0.6846,108.18,1.435,1147.9,31.79,34.42,3.437,43.95
2008-09-04,1.064,1.6968,10.4625,1.7689,1.1094,5.1921,5.5657,6.5897,1.436,0.8298,0.6794,107.76,1.436,1130.3,31.84,34.43,3.447,44.26
2008-09-05,1.0637,1.7339,10.4965,1.7687,1.111,5.2241,5.6066,6.6271,1.4273,0.8107,0.6663,106.96,1.4346,1117.8,31.86,34.56,3.4595,44.63
2008-09-08,1.0694,1.7429,10.5185,1.7543,1.1306,5.279,5.6719,6.7067,1.4126,0.8151,0.6699,107.91,1.4296,1081.2,31.77,34.51,3.4325,44.5
2008-09-09,1.0677,1.7569,10.507,1.7672,1.125,5.2612,5.6755,6.7109,1.4173,0.8081,0.6719,107.1,1.4323,1099.5,31.86,34.47,3.447,44.83
2008-09-10,1.0735,1.7823,10.6025,1.7547,1.136,5.3206,5.7416,6.7817,1.402,0.8036,0.6662,107.86,1.4338,1091.3,31.94,34.59,3.463,45.14
2008-09-11,1.0797,1.8163,10.659,1.7497,1.1395,5.3476,5.8295,6.8395,1.3939,0.7978,0.6507,106.66,1.444,1110,32.12,34.74,3.469,45.46
2008-09-12,1.0606,1.781,10.5755,1.7896,1.1335,5.2602,5.7256,6.7162,1.4172,0.817,0.6635,107.51,1.4287,1106.5,31.93,34.62,3.4382,45.62
2008-09-15,1.067,1.805,10.7116,1.7877,1.1194,5.259,5.7794,6.7555,1.4175,0.808,0.66,105.67,1.4292,1117.85,32.07,34.56,3.4427,45.93
2008-09-16,1.0737,1.8281,10.735,1.7802,1.1199,5.2681,5.8516,6.7932,1.4155,0.7939,0.6584,105.11,1.4362,1159.75,32.08,34.23,3.4473,46.81
2008-09-17,1.0788,1.8785,10.8809,1.7895,1.1208,5.2696,5.9307,6.818,1.4215,0.7831,0.654,104.71,1.4337,1115.5,32.09,34.28,3.4709,46.16
2008-09-18,1.0696,1.9095,10.849,1.8186,1.0988,5.1856,5.7752,6.6796,1.4382,0.7989,0.6718,104.85,1.432,1152.4,32.22,34.07,3.467,46.36
2008-09-19,1.0469,1.823,10.606,1.8297,1.1107,5.1814,5.7074,6.6435,1.4384,0.8288,0.6869,107.18,1.4256,1139.5,32.16,34.08,3.4311,45.71
2008-09-22,1.0383,1.7985,10.5935,1.8484,1.0834,5.0755,5.5464,6.5123,1.4697,0.8441,0.6939,106.35,1.4132,1127.3,32.02,33.88,3.4165,45.3
2008-09-23,1.0355,1.8167,10.722,1.8558,1.0813,5.0605,5.5754,6.5391,1.4737,0.8385,0.685,105.8,1.4137,1146.5,31.91,33.75,3.408,45.65
2008-09-24,1.0351,1.8432,10.792,1.8502,1.0889,5.0903,5.6212,6.6,1.4655,0.8366,0.6862,106.03,1.423,1153.5,31.91,33.94,3.42,45.92
2008-09-25,1.0338,1.8327,10.768,1.8406,1.0883,5.0938,5.6408,6.5897,1.4643,0.836,0.6835,106.48,1.4231,1148.8,32.04,33.9,3.4235,46.08
2008-09-26,1.0352,1.854,10.7955,1.84,1.089,5.1111,5.6583,6.635,1.4596,0.8292,0.6858,106.06,1.428,1160.1,32.12,33.85,3.434,46.48
2008-09-29,1.0393,1.9115,10.916,1.8044,1.0964,5.187,5.798,6.7837,1.4381,0.8125,0.6782,105.1,1.4288,1185.75,32.05,33.96,3.4445,46.49
2008-09-30,1.0597,1.9225,10.9726,1.7804,1.1189,5.2958,5.889,6.9459,1.4081,0.7904,0.669,105.94,1.4331,1206.3,32.23,33.81,3.4385,46.45
2008-10-01,1.0607,1.935,10.9705,1.7804,1.1209,5.3064,5.8833,6.9107,1.4058,0.7937,0.6785,106.06,1.4366,1194.85,32.14,33.98,3.4429,46.47
2008-10-02,1.0769,1.9958,11.115,1.7655,1.1339,5.3839,5.977,7.0058,1.3854,0.777,0.6644,105.3,1.4483,1222.9,32.14,34.07,3.4475,46.63
2008-10-03,1.0815,2.008,11.1245,1.774,1.1295,5.3992,5.9957,7.0341,1.3816,0.775,0.6626,105.76,1.4506,1220.9,32.15,34.13,3.465,47.01
2008-10-06,1.1027,2.1646,11.703,1.738,1.1456,5.5221,6.2428,7.2172,1.3508,0.7139,0.6264,101.26,1.4686,1267.4,32.34,34.41,3.5001,47.77
2008-10-07,1.1055,2.231,12.115,1.7592,1.1399,5.4675,6.1447,7.0776,1.3649,0.7216,0.6362,102.3,1.4622,1328.4,32.37,34.51,3.49,47.78
2008-10-08,1.1246,2.406,13.139,1.731,1.1272,5.4478,6.1485,7.0807,1.368,0.669,0.6017,99.73,1.466,1415.25,32.45,34.32,3.498,48
2008-10-09,1.1483,2.2,12.3788,1.7225,1.1311,5.4622,6.1489,7.0828,1.3646,0.7015,0.6171,100.67,1.4727,1381.4,32.44,34.26,3.4955,48
2008-10-10,1.19,2.2972,12.9806,1.7037,1.1221,5.5298,6.2937,7.1693,1.3471,0.6531,0.596,99.44,1.483,1306.4,32.44,34.34,3.5135,48.41
2008-10-13,,,,,,,,,,,,,,,,,,
2008-10-14,1.1599,2.0855,12.4251,1.7482,1.1347,5.455,6.2477,7.1399,1.3658,0.7054,0.6247,102.17,1.462,1207.25,32.4,34,3.497,47.93
2008-10-15,1.1804,2.165,12.724,1.7432,1.1346,5.4919,6.3717,7.341,1.3567,0.6833,0.6184,101.47,1.4703,1237.5,32.38,34.08,3.5139,48.53
2008-10-16,1.1953,2.1925,13.11,1.7243,1.1332,5.5542,6.5835,7.4486,1.3416,0.6708,0.6102,100.46,1.4815,1369.5,32.55,34.21,3.52,48.88
2008-10-17,1.182,2.12,12.8303,1.7307,1.1339,5.5375,6.5144,7.398,1.3462,0.6907,0.6153,101.4,1.4792,1333.3,32.57,34.23,3.528,48.88
2008-10-20,1.1977,2.106,12.781,1.7134,1.1511,5.5985,6.621,7.4801,1.3314,0.6969,0.6195,101.74,1.4777,1315,32.58,34.29,3.522,48.96
2008-10-21,1.2208,2.213,13.185,1.6837,1.1581,5.6875,6.8251,7.6665,1.3102,0.6813,0.6122,100.43,1.4835,1320.1,32.8,34.33,3.527,49.1
2008-10-22,1.2496,2.376,13.5938,1.6174,1.1656,5.808,7.068,7.8291,1.2835,0.6698,0.5937,98.63,1.4995,1418.5,32.98,34.54,3.544,49.25
2008-10-23,1.2573,2.277,13.61,1.6181,1.1625,5.7908,6.9755,7.7268,1.2878,0.6657,0.5892,97.6,1.5053,1408.7,33.43,34.6,3.569,49.82
2008-10-24,1.2735,2.3881,13.5885,1.5631,1.1526,5.8982,6.8532,7.8615,1.2639,0.6165,0.5539,92.64,1.5077,1430.8,33.425,34.6,3.5935,49.96
2008-10-27,1.2935,2.255,13.2743,1.5472,1.1581,5.9847,7.0261,8.0805,1.2446,0.6073,0.541,93.28,1.5111,1441.7,33.5,34.79,3.5862,49.8
2008-10-28,1.2942,2.1862,13.3625,1.5591,1.1612,5.9715,6.909,8.0404,1.2476,0.6252,0.5528,95.68,1.5026,1467.7,33.45,34.87,3.581,49.57
2008-10-29,1.2302,2.126,12.9232,1.6298,1.1371,5.7972,6.7077,7.6814,1.2851,0.6683,0.5855,97.48,1.4988,1426.9,33.2,34.85,3.5785,49.71
2008-10-30,1.2229,2.131,12.865,1.627,1.145,5.7944,6.6932,7.7044,1.285,0.6695,0.5877,97.47,1.4732,1250.18,32.75,34.8,3.5295,49.68
2008-10-31,1.2158,2.123,12.705,1.6165,1.1669,5.8683,6.7089,7.7816,1.2682,0.6574,0.5815,98.28,1.4841,1277.5,32.97,35.05,3.547,49.4
2008-11-03,1.1866,2.1736,12.7977,1.5855,1.1681,5.852,6.6857,7.74,1.2719,0.6823,0.5975,98.95,1.4792,1262,32.86,34.92,3.519,48.61
2008-11-04,1.1502,2.0995,12.4705,1.6095,1.1627,5.7144,6.593,7.5957,1.3021,0.7005,0.6125,100.48,1.472,1287.9,32.86,34.9,3.5327,47.25
2008-11-05,1.159,2.121,12.636,1.6156,1.1606,5.7074,6.6858,7.6839,1.3039,0.6972,0.6075,98.95,1.4753,1266.3,32.82,34.98,3.5205,47.28
2008-11-06,1.1816,2.1865,12.96,1.5814,1.1745,5.8352,6.8572,7.8598,1.2756,0.679,0.5964,98.04,1.4997,1330.8,32.8,34.98,3.5395,47.64
2008-11-07,1.183,2.1523,12.8525,1.5788,1.1761,5.8257,6.851,7.8538,1.2777,0.6726,0.5898,98.15,1.4965,1310,32.81,34.92,3.542,47.54
2008-11-10,1.1948,2.17,12.815,1.5639,1.1784,5.8345,6.7969,7.8183,1.276,0.6755,0.5871,97.96,1.4915,1326.18,32.77,34.83,3.546,47.3
2008-11-11,,,,,,,,,,,,,,,,,,
2008-11-12,1.2296,2.2785,13.095,1.5012,1.179,5.9295,7.0577,8.0426,1.2558,0.6449,0.564,95.54,1.5075,1354.5,32.95,34.91,3.59,49.2
2008-11-13,1.2311,2.3325,13.29,1.4799,1.1995,5.9461,7.0456,8.0239,1.2526,0.6402,0.5562,95.95,1.519,1392.5,33.18,34.98,3.597,49
2008-11-14,1.2241,2.2756,13.0028,1.486,1.187,5.8493,6.8736,7.8552,1.2731,0.6627,0.5624,96.66,1.5205,1399.3,33.05,34.92,3.5955,48.78
2008-11-17,1.2213,2.3035,13.08,1.503,1.1954,5.8523,6.9724,7.9335,1.2726,0.6562,0.5601,97.03,1.5212,1410,33.16,34.93,3.5974,49.19
2008-11-18,1.2237,2.2985,13.145,1.5042,1.1976,5.87,6.9966,7.9931,1.269,0.6575,0.555,97.38,1.527,1447.4,33.23,35,3.601,49.51
2008-11-19,1.237,2.3894,13.1513,1.5095,1.2103,5.9163,7.0089,8.1123,1.2595,0.6501,0.5506,96.75,1.5279,1445.9,33.26,34.95,3.608,49.84
2008-11-20,1.285,2.395,13.561,1.4789,1.2197,5.9482,7.1412,8.2498,1.2525,0.6191,0.5312,94.98,1.5306,1496,33.42,35.12,3.621,50.12
2008-11-21,1.2849,2.456,13.935,1.4816,1.2237,5.9484,7.2169,8.438,1.2531,0.6254,0.5313,95.42,1.5302,1493.3,33.4,35.2,3.62,49.53
2008-11-24,1.2246,2.3213,13.462,1.5177,1.1968,5.7811,6.958,8.045,1.289,0.6501,0.5471,96.69,1.5102,1507.9,33.4,35.25,3.627,49.94
2008-11-25,1.2214,2.3012,13.2705,1.5349,1.1863,5.7183,6.929,7.861,1.303,0.6488,0.5469,95.53,1.5107,1501.4,33.34,35.16,3.619,49.87
2008-11-26,1.2338,2.306,13.22,1.5218,1.2064,5.8099,7.0506,8.075,1.2828,0.647,0.5492,95.46,1.5098,1477.3,33.25,35.23,3.62,49.18
2008-11-27,,,,,,,,,,,,,,,,,,
2008-11-28,1.236,2.3074,13.39,1.5348,1.2165,5.8671,7.0021,8.1199,1.2694,0.6546,0.55,95.46,1.5082,1468,33.29,35.45,3.621,49.55
2008-12-01,1.237,2.3625,13.57,1.484,1.2076,5.8955,7.0855,8.2834,1.2634,0.6447,0.5355,93.71,1.531,1439.4,33.33,35.71,3.627,49.94
2008-12-02,1.2422,2.378,13.4653,1.4949,1.2062,5.8525,7.0191,8.1561,1.2724,0.6443,0.5319,93.64,1.5289,1463.5,33.41,35.49,3.637,50.05
2008-12-03,1.2573,2.3955,13.55,1.4783,1.2142,5.8795,7.0938,8.1945,1.2669,0.6482,0.5336,93.25,1.5275,1467.8,33.52,35.52,3.638,49.92
2008-12-04,1.254,2.479,13.51,1.4791,1.1971,5.8001,7.0742,8.1949,1.284,0.6527,0.5382,92.78,1.5228,1479,33.52,35.6,3.638,49.82
2008-12-05,1.2971,2.6187,13.8002,1.4606,1.2238,5.8895,7.2848,8.4858,1.2654,0.6343,0.5248,92.18,1.524,1475.6,33.55,35.72,3.6345,49.6
2008-12-08,1.257,2.4625,13.465,1.4831,1.2036,5.7549,7.0518,8.0502,1.2942,0.6644,0.5449,92.77,1.5029,1445,33.47,35.44,3.635,49.44
2008-12-09,1.2602,2.4835,13.5055,1.4776,1.2062,5.7548,7.0615,8.1599,1.2937,0.66,0.5434,92.44,1.5036,1439,33.48,35.4,3.615,49.28
2008-12-10,1.2553,2.433,13.4665,1.483,1.1949,5.7171,7.0128,8.1049,1.3024,0.6615,0.5477,92.94,1.497,1393,33.45,35.37,3.6135,48.7
2008-12-11,1.2181,2.2905,13.091,1.4953,1.1872,5.6001,6.8937,7.9622,1.3294,0.6779,0.5557,91.96,1.4855,1354.5,33.26,35.1,3.565,48.19
2008-12-12,1.2453,2.399,13.53,1.4874,1.1796,5.5799,6.9255,8.0778,1.3349,0.658,0.5448,91.26,1.488,1369,33.26,34.98,3.58,48.2
